date,AAPL,ABBV,ALB,AMAT,AMZN,ASML,BHP,COST,CRM,CRWD,CTVA,DE,DG.PA,ECL,EL,ENPH,FAS.L,GOOGL,HUBS,HVPE.L,III.L,JNJ,JPM,LIN,LRCX,MC.PA,MELI,MRNA,MSFT,NESN.SW,NOW,NVDA,NVO,ODFL,PANW,RIO,SHW,SMSN.IL,SMT.L,TMO,TSLA,V
2005-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-04,0.01027030377738769,,-0.04073562457445734,-0.019024891797181698,-0.053459098951311734,-0.03305796120942539,-0.038625181032037936,-0.017954578937022014,-0.014457817204996615,,,-0.023855840966386377,0.009979911206519754,-0.012716684101352738,-0.020180013254098905,,0.007518775779084885,-0.04050136480950617,,,0.046457821843481906,-0.0031792222187203567,-0.010306959921603687,-0.014325035909036776,-0.03598433249060484,-0.00530044235561089,,,0.003740089438644123,0.0008305748329939799,,-0.04707401660845523,-0.03301894148929885,-0.007094344895859805,,-0.041287363553140444,-0.011786012711273441,-0.02283081063556136,0.008326944013304027,-0.012466298729088332,,
2005-01-05,0.008757856695592148,,-0.024109392699290355,-0.016969801224703485,-0.008780298366068973,-0.014463977490153601,0.003090390042420177,0.003826694857050672,0.09718826975971129,,,-0.009690745036202375,-0.0039523091127589005,-0.009660101849069513,-0.019028650218913312,,0.0,-0.005089733069686853,,,-0.011799185316485938,-0.0006382008750855928,0.002083168652089462,-0.020299585272817278,-0.03396777296714604,-0.015097716354367963,,,-0.0022358336887136065,-0.0074689699584697955,,0.00934602133765483,-0.009755905493301742,-0.057730576606311534,,-0.0010746649784511009,-0.01421986059348146,-0.019860017657490237,-0.007507666125400325,-0.0027292504252186545,,
2005-01-06,0.0007757509306758337,,0.019370895041944225,-0.007398183864162466,-0.0172372578199238,-0.016010558372983485,0.011003761637324638,0.014401036395287559,-0.012813450685742245,,,0.013898561296694867,0.013888948381462596,0.002955622908180189,0.01323659787995779,,0.007462802270504776,-0.025631928775832646,,,-0.009701774958322806,0.002872556683303884,0.005715953473006241,0.009889699434916688,-0.007341545647768233,0.003606747598255522,,,-0.0011198132170221475,0.005016454325708519,,-0.00969995475668628,0.025812586154656092,0.004852972690397195,,0.0005377100370300703,0.0006978825273469269,-0.009535197701509013,0.0037822653503878367,0.0006840432326256085,,
2005-01-07,0.0728111940339824,,0.003580257332704173,0.0031053120897841513,0.030937845176957746,-0.008813540830445499,-0.0008707302556546503,-0.008559893599116575,-0.009593684135519531,,,-0.01384745818105615,0.004892452105919487,-0.005894104011710644,0.008783390872385777,,-0.0037036929067680857,0.028109277645195885,,,0.002260918956293434,-0.0036598674921478613,-0.008008525402086852,-0.0002332783920888648,0.0031141820595212977,0.007188267814184357,,,-0.0029908704714816103,0.0016642417628056627,,-0.019145629685127785,0.004610082645042368,-0.019016233783434755,,0.00035844772194804086,-0.006742443949198651,0.00842358175433855,-0.005274986001948867,-0.014700768691389032,,
2005-01-10,-0.004187344033655727,,-0.007409449163647719,0.0012384550211812506,-0.011342121995275067,0.017100062993039566,0.0008714890875707315,0.0018955044651487452,-0.03247861650162032,,,-0.004539491604077184,-0.007789826838565661,0.008894065277187835,0.004911760558054201,,0.007434990529935792,0.006241905437422979,,,0.006766760414864681,0.007825987104757015,-0.003384871621263663,-0.003498208268978842,0.005044411845089636,-0.006244560751717865,,,0.0048741330298991414,-0.0008307928316377833,,0.002269751558658495,-0.003632724827076994,0.04430786213158022,,0.005194177096275565,0.00983129821268025,-0.007159662625417007,0.0053029590366360235,0.002776068946646282,,
2005-01-11,-0.06380537699403188,,-0.010229014399373515,-0.0012369231474983478,-0.00478011014664792,-0.026227516832812547,0.012189610080242996,-0.005465108163407728,-0.03297994587982356,,,-0.013251928665973245,-0.0009812522830840997,-0.00822832667143214,0.0002226286194599858,,0.0,-0.007792518861486575,,,0.0007470871548695968,-0.0034864779126829726,-0.009668567525948135,-0.002574072769204072,-0.012741086876723484,-0.012567600649192823,,,-0.0026116235393631726,0.006650123538917363,,-0.030797346011504745,-0.014776407094530097,0.0047140569726416,,0.011135505670447854,-0.005562784976265833,0.00961532094637163,-0.005274986001948867,-0.0017301188731003725,,
2005-01-12,0.013940987748554345,,-0.0011176144915474584,0.02352952903065031,0.01585014029707965,0.05455803399708148,0.01677428594534991,0.004437503058754899,-0.0803897496157715,,,0.010830928766907721,0.011787560352341853,-0.002666248004053684,0.005552723324670161,,-0.0036900934782704287,0.009507123303153842,,,-0.008955159202062912,0.006997147217692845,0.0023743382431642424,0.00516168786257154,0.04301898813104166,-0.018181891387379467,,,0.0018702864228650196,0.01734114444682744,,-0.008411337435580202,0.013439974824042356,-0.012023310932804843,,0.01603548640200092,0.0146847636812093,0.0,-0.002272885124460333,0.0017331173721752968,,
2005-01-13,0.06629954008588745,,-0.012863581670931268,-0.016938850238008007,0.0070922481496633605,-0.013752577328763671,-0.0076143854607425565,0.004419162682667066,0.009933749320585994,,,0.007857016020873742,0.014563287084577992,-0.012478020326712191,-0.0004425955825391181,,0.0,-0.0002559053275119627,,,-0.009789005440775322,-0.021319876622420852,-0.005790281323200919,-0.015406501625447766,-0.011998428109924908,0.00925924596941119,,,-0.019043418987174654,0.001623289814807194,,0.010368007551269098,-0.0042285049497640115,0.01424762784741418,,-0.010405848864245892,-0.009418757906479502,0.023809563430972736,0.006833821542119978,-0.011764905099883372,,
2005-01-14,0.005730275985863065,,-0.03484417642577553,0.017230718803310507,0.04577457379043426,0.025896452995020525,0.01875570811814864,0.011101466416842731,-0.016393442622950838,,,0.004110887919062334,0.00287080493444436,0.012635688707243187,0.007956570719794609,,0.011111078720304368,0.02375465898129847,,,0.0015206519970267784,0.011780086223263986,0.0010587370634145277,0.00023739952623724747,0.03225800039045579,0.0055046809088137305,,,-0.005710140041305989,0.0,,0.0032648345830474934,0.000578604873715749,0.004096962927003567,,0.02409746733301077,0.015074541884156467,0.0639532098749025,0.0015082545942506353,0.02380937227477875,,
